NPA_ID,LOAN_ID,AS_OF_DATE,NPA_CATEGORY,DPD_AS_OF_DATE,PROVISION_AMT
1663,904424,2026-07-25,REGULAR,41,70.27438
1664,904745,2026-07-25,REGULAR,42,18.177
1665,902921,2026-07-25,REGULAR,37,8.5533
1666,902067,2026-07-25,NPA,139,1469.80672
1667,900103,2026-07-25,REGULAR,45,556.54327
1668,904067,2026-07-25,REGULAR,4,18.83815
1669,902072,2026-07-25,REGULAR,11,150.45515
1670,903616,2026-07-25,REGULAR,34,148.0383
1671,901623,2026-07-25,NPA,274,13778.8
1672,907704,2026-07-25,REGULAR,44,74.56395
1673,907588,2026-07-25,REGULAR,2,38.8082
1674,906762,2026-07-25,REGULAR,20,934.21977
1675,907297,2026-07-25,REGULAR,45,220.82935
1676,905713,2026-07-25,NPA,322,63178.29136
1677,902962,2026-07-25,REGULAR,82,49.14167
1678,902506,2026-07-25,REGULAR,30,129.9094
1679,900320,2026-07-25,NPA,95,49970.248
1680,904445,2026-07-25,REGULAR,49,36.80025
1681,903506,2026-07-25,REGULAR,11,4.15215
1682,902249,2026-07-25,REGULAR,24,171.8012
1683,904460,2026-07-25,NPA,259,30060.8
1684,902706,2026-07-25,NPA,200,99999.99999
1685,900010,2026-07-25,REGULAR,14,68.73507
1686,903270,2026-07-25,REGULAR,36,66.18158
1687,902791,2026-07-25,REGULAR,33,11.73578
1688,900718,2026-07-25,REGULAR,38,166.74355
1689,902335,2026-07-25,NPA,201,99999.99999
1690,905205,2026-07-25,NPA,309,92088.34992
1691,900658,2026-07-25,REGULAR,28,85.22833
1692,906483,2026-07-25,REGULAR,7,1.81048
1693,905675,2026-07-25,NPA,290,99999.99999
1694,906650,2026-07-25,REGULAR,29,4.03378
1695,904989,2026-07-25,REGULAR,45,117.76608
1696,901039,2026-07-25,REGULAR,53,261.80068
1697,902059,2026-07-25,REGULAR,40,379.1812
1698,905529,2026-07-25,REGULAR,53,69.68653
1699,905575,2026-07-25,NPA,256,99999.99999
1700,907823,2026-07-25,REGULAR,38,11.67838
1701,904241,2026-07-25,REGULAR,11,18.71578
1702,901939,2026-07-25,NPA,170,99999.99999
1703,904165,2026-07-25,REGULAR,69,447.6201
1704,902377,2026-07-25,REGULAR,47,55.93993
1705,906776,2026-07-25,REGULAR,45,271.3599
1706,900112,2026-07-25,NPA,244,99999.99999
1707,902462,2026-07-25,REGULAR,42,251.61073
1708,905067,2026-07-25,REGULAR,45,45.43645
1709,903419,2026-07-25,REGULAR,41,324.77458
1710,907061,2026-07-25,REGULAR,45,18.81798
1711,901161,2026-07-25,REGULAR,27,330.8633
1712,902328,2026-07-25,REGULAR,10,172.03065
1713,906556,2026-07-25,REGULAR,39,9.66753
1714,902022,2026-07-25,REGULAR,43,14.9689
1715,907679,2026-07-25,REGULAR,50,173.72397
1716,907078,2026-07-25,NPA,126,13340.18868
1717,905235,2026-07-25,REGULAR,40,114.8224
1718,901241,2026-07-25,REGULAR,16,177.75577
1719,907428,2026-07-25,REGULAR,17,8.25758
1720,906418,2026-07-25,NPA,323,4250.4
1721,904862,2026-07-25,NPA,225,94128.132
1722,903421,2026-07-25,REGULAR,44,33.36543
1723,904677,2026-07-25,NPA,141,14343.06132
1724,907093,2026-07-25,NPA,231,32269.06512
1725,905182,2026-07-25,NPA,175,44131.4272
1726,900960,2026-07-25,REGULAR,12,1.54285
1727,904965,2026-07-25,NPA,124,54561.66348
1728,900828,2026-07-25,NPA,123,39134.85192
1729,901653,2026-07-25,NPA,274,71962.25386
1730,901763,2026-07-25,REGULAR,81,964.1142
1731,902964,2026-07-25,REGULAR,76,208.4038
1732,903509,2026-07-25,REGULAR,12,50.61172
1733,905378,2026-07-25,REGULAR,26,223.51542
1734,907474,2026-07-25,REGULAR,4,84.86022
1735,906850,2026-07-25,NPA,198,6047.50584
1736,902110,2026-07-25,NPA,210,99999.99999
1737,900482,2026-07-25,REGULAR,44,23.526
1738,906365,2026-07-25,REGULAR,39,2.92212
1739,906366,2026-07-25,REGULAR,3,28.48435
1740,902546,2026-07-25,REGULAR,45,37.74905
1741,905107,2026-07-25,REGULAR,36,26.21927
1742,907087,2026-07-25,NPA,183,14749.19376
1743,901432,2026-07-25,REGULAR,52,9.76663
1744,901094,2026-07-25,REGULAR,35,26.69773
1745,904080,2026-07-25,NPA,355,35995.2696
1746,907877,2026-07-25,REGULAR,14,52.17603
1747,900028,2026-07-25,NPA,317,99999.99999
1748,906751,2026-07-25,NPA,221,30820.98252
1749,901765,2026-07-25,REGULAR,8,6.79997
1750,902306,2026-07-25,REGULAR,42,26.68135
1751,901647,2026-07-25,REGULAR,19,439.359
1752,903920,2026-07-25,REGULAR,17,72.6988
1753,900430,2026-07-25,REGULAR,60,57.95065
1754,905794,2026-07-25,REGULAR,44,19.55537
1755,902466,2026-07-25,REGULAR,42,6.95805
1756,900552,2026-07-25,NPA,315,99999.99999
1757,900084,2026-07-25,REGULAR,48,828.20493
1758,903026,2026-07-25,NPA,186,6439.04604
1759,905333,2026-07-25,NPA,165,99999.99999
1760,902260,2026-07-25,REGULAR,6,50.37205
1761,900390,2026-07-25,REGULAR,43,25.03905
1762,901297,2026-07-25,NPA,243,2827.2
1763,904030,2026-07-25,REGULAR,54,261.45317
1764,905785,2026-07-25,REGULAR,41,23.66025
1765,901437,2026-07-25,REGULAR,20,179.62242
1766,904216,2026-07-25,REGULAR,26,5.5723
1767,900555,2026-07-25,REGULAR,8,45.29845
1768,906932,2026-07-25,NPA,285,99999.99999
1769,903308,2026-07-25,REGULAR,34,6.01497
1770,907501,2026-07-25,REGULAR,10,9.98902
1771,905630,2026-07-25,REGULAR,30,53.68313
1772,902503,2026-07-25,REGULAR,23,67.63648
1773,907286,2026-07-25,REGULAR,42,41.59
1774,904322,2026-07-25,REGULAR,29,1360.94935
1775,906164,2026-07-25,REGULAR,36,116.88625
1776,900412,2026-07-25,REGULAR,5,150.68455
1777,904447,2026-07-25,REGULAR,9,397.07428
1778,907452,2026-07-25,REGULAR,28,21.21052
1779,903830,2026-07-25,REGULAR,36,431.7465
1780,906437,2026-07-25,REGULAR,25,24.44035
1781,900769,2026-07-25,NPA,259,24497.6
1782,907546,2026-07-25,NPA,165,55740.942
1783,905458,2026-07-25,NPA,193,99999.99999
1784,903587,2026-07-25,NPA,115,18723.828
1785,901070,2026-07-25,REGULAR,9,419.57645
1786,907825,2026-07-25,NPA,306,99999.99999
1787,901253,2026-07-25,REGULAR,49,1023.92062
1788,906073,2026-07-25,REGULAR,8,105.95355
1789,907442,2026-07-25,REGULAR,39,9.86952
1790,903215,2026-07-25,REGULAR,47,36.08742
1791,904170,2026-07-25,NPA,214,14259.43654
1792,905684,2026-07-25,REGULAR,44,113.61678
1793,907712,2026-07-25,REGULAR,9,35.4054
1794,904691,2026-07-25,NPA,250,99999.99999
1795,904536,2026-07-25,REGULAR,44,19.47022
1796,901853,2026-07-25,REGULAR,12,96.3501
1797,906090,2026-07-25,REGULAR,30,202.00717
1798,904487,2026-07-25,WRITE_OFF,365,99999.99999
1799,901318,2026-07-25,NPA,339,99999.99999
1800,902264,2026-07-25,NPA,335,99999.99999
1801,905648,2026-07-25,REGULAR,20,119.91695
1802,904356,2026-07-25,NPA,318,99999.99999
1803,902929,2026-07-25,REGULAR,11,352.4549
1804,903049,2026-07-25,REGULAR,55,3.40363
1805,903865,2026-07-25,REGULAR,37,16.84783
1806,901685,2026-07-25,REGULAR,71,197.77665
1807,904159,2026-07-25,NPA,290,51936.9015
1808,905686,2026-07-25,NPA,161,56686.62576
1809,901287,2026-07-25,NPA,170,16792.8674
1810,901469,2026-07-25,NPA,113,3942.4714
1811,905704,2026-07-25,REGULAR,13,102.77858
1812,905559,2026-07-25,REGULAR,13,15.72705
1813,901422,2026-07-25,NPA,283,99999.99999
1814,906645,2026-07-25,REGULAR,39,91.72218
1815,905308,2026-07-25,REGULAR,36,7.0784
1816,907355,2026-07-25,REGULAR,5,416.88702
1817,900490,2026-07-25,REGULAR,82,90.9482
1818,904122,2026-07-25,REGULAR,46,522.51175
1819,905007,2026-07-25,REGULAR,85,13.85543
1820,901863,2026-07-25,REGULAR,35,219.99293
1821,900597,2026-07-25,NPA,210,99999.99999
1822,907111,2026-07-25,NPA,341,99999.99999
1823,903579,2026-07-25,REGULAR,36,121.02518
1824,902370,2026-07-25,NPA,108,7315.03032
1825,905782,2026-07-25,REGULAR,8,223.98725
1826,903153,2026-07-25,REGULAR,2,629.65787
1827,904395,2026-07-25,NPA,240,29875.239
1828,907594,2026-07-25,NPA,183,7521.0744
1829,902230,2026-07-25,REGULAR,41,37.02602
1830,907054,2026-07-25,REGULAR,61,1135.10648
1831,902127,2026-07-25,REGULAR,46,140.44315
1832,901732,2026-07-25,NPA,290,99999.99999
1833,900107,2026-07-25,REGULAR,31,73.7903
1834,902565,2026-07-25,REGULAR,60,40.79625
1835,902378,2026-07-25,NPA,253,88631.438
1836,901059,2026-07-25,WRITE_OFF,365,99999.99999
1837,907444,2026-07-25,REGULAR,10,764.4168
1838,906379,2026-07-25,REGULAR,50,589.95772
1839,907155,2026-07-25,NPA,320,36472.1928
1840,905232,2026-07-25,REGULAR,22,218.21537
1841,901026,2026-07-25,REGULAR,24,19.8142
1842,906269,2026-07-25,REGULAR,55,149.70665
1843,903062,2026-07-25,NPA,262,99999.99999
1844,900169,2026-07-25,REGULAR,46,118.17588
1845,901310,2026-07-25,REGULAR,34,150.99377
1846,906272,2026-07-25,NPA,92,15468.69632
1847,905940,2026-07-25,REGULAR,2,880.25553
1848,902372,2026-07-25,REGULAR,43,18.12278
1849,903754,2026-07-25,REGULAR,43,38.13615
1850,903242,2026-07-25,NPA,252,58159.57722
1851,904957,2026-07-25,REGULAR,53,7.64367
1852,907534,2026-07-25,NPA,339,99999.99999
1853,900231,2026-07-25,REGULAR,50,428.08772
1854,904593,2026-07-25,REGULAR,36,78.7458
1855,901100,2026-07-25,NPA,98,20449.36404
1856,906970,2026-07-25,REGULAR,21,5.023
1857,906600,2026-07-25,NPA,154,22860.54882
1858,905496,2026-07-25,NPA,192,99999.99999
1859,901246,2026-07-25,REGULAR,22,33.03535
1860,901390,2026-07-25,REGULAR,48,61.24312
1861,905767,2026-07-25,NPA,173,53125.96424
1862,900398,2026-07-25,REGULAR,34,40.9765
1863,902178,2026-07-25,REGULAR,33,68.8192
1864,907439,2026-07-25,REGULAR,44,56.91627
1865,900645,2026-07-25,REGULAR,44,2.80965
1866,901266,2026-07-25,REGULAR,35,124.56312
1867,902265,2026-07-25,REGULAR,46,386.89938
1868,904058,2026-07-25,NPA,94,97450.11662
1869,902892,2026-07-25,REGULAR,44,228.8623
1870,907257,2026-07-25,NPA,337,99999.99999
1871,905435,2026-07-25,NPA,278,14517.6
1872,901646,2026-07-25,REGULAR,9,66.13117
1873,903777,2026-07-25,NPA,219,99999.99999
1874,905251,2026-07-25,REGULAR,4,5.61203
1875,903731,2026-07-25,REGULAR,83,39.9003
1876,906615,2026-07-25,REGULAR,43,69.06498
1877,904109,2026-07-25,NPA,365,8470.0
1878,905383,2026-07-25,REGULAR,42,431.51985
1879,906124,2026-07-25,REGULAR,2,232.16143
1880,901112,2026-07-25,NPA,351,99999.99999
1881,905178,2026-07-25,NPA,290,99999.99999
1882,907671,2026-07-25,NPA,157,8124.60384
1883,901855,2026-07-25,REGULAR,32,17.0287
1884,905031,2026-07-25,REGULAR,41,7.3596
1885,906210,2026-07-25,REGULAR,27,110.0219
1886,906377,2026-07-25,REGULAR,10,75.08678
1887,901704,2026-07-25,REGULAR,8,384.45095
1888,902949,2026-07-25,REGULAR,31,26.59325
1889,903746,2026-07-25,REGULAR,41,254.9943
1890,906390,2026-07-25,REGULAR,25,186.26868
1891,905640,2026-07-25,REGULAR,30,177.34357
1892,903628,2026-07-25,NPA,95,15460.6528
1893,904345,2026-07-25,REGULAR,20,62.00195
1894,902616,2026-07-25,NPA,215,99999.99999
1895,901449,2026-07-25,REGULAR,12,35.36498
1896,900253,2026-07-25,REGULAR,65,25.1017
1897,906728,2026-07-25,REGULAR,36,156.84188
1898,901936,2026-07-25,NPA,221,42894.72492
1899,906102,2026-07-25,WRITE_OFF,365,43135.46
1900,907828,2026-07-25,NPA,108,10963.57098
1901,901316,2026-07-25,REGULAR,44,5.7549
1902,907331,2026-07-25,REGULAR,72,288.121
1903,905748,2026-07-25,REGULAR,49,56.2558
1904,907151,2026-07-25,NPA,175,58782.6048
1905,906307,2026-07-25,REGULAR,35,6.83705
1906,903681,2026-07-25,NPA,271,99999.99999
1907,904439,2026-07-25,REGULAR,32,355.38173
1908,900143,2026-07-25,REGULAR,27,99.24692
1909,905658,2026-07-25,REGULAR,6,17.82057
1910,902827,2026-07-25,NPA,365,99999.99999
1911,904519,2026-07-25,REGULAR,42,117.9735
1912,904732,2026-07-25,NPA,143,9345.55648
1913,905769,2026-07-25,REGULAR,44,1034.81298
1914,904081,2026-07-25,REGULAR,45,48.6066
1915,901424,2026-07-25,NPA,123,13446.98712
1916,900648,2026-07-25,NPA,123,45547.4448
1917,906842,2026-07-25,NPA,182,17428.94164
1918,907616,2026-07-25,NPA,219,27417.6
1919,905485,2026-07-25,NPA,333,59280.21168
1920,906234,2026-07-25,REGULAR,35,7.83625
1921,901821,2026-07-25,NPA,183,99999.99999
1922,901924,2026-07-25,REGULAR,35,585.82315
1923,902518,2026-07-25,REGULAR,45,29.91548
1924,907651,2026-07-25,REGULAR,39,83.36718
1925,901140,2026-07-25,NPA,235,99999.99999
1926,905195,2026-07-25,REGULAR,49,74.34883
1927,902097,2026-07-25,REGULAR,26,553.07817
1928,901461,2026-07-25,WRITE_OFF,365,50783.65
1929,903803,2026-07-25,REGULAR,35,207.67945
1930,900009,2026-07-25,REGULAR,52,116.76167
1931,900263,2026-07-25,NPA,174,18162.62724
1932,903174,2026-07-25,REGULAR,42,5.1407
1933,906496,2026-07-25,WRITE_OFF,365,9749.49
1934,901367,2026-07-25,REGULAR,33,6.0238
1935,904283,2026-07-25,REGULAR,15,156.30562
1936,907046,2026-07-25,REGULAR,52,81.86945
1937,902651,2026-07-25,NPA,203,99999.99999
1938,902357,2026-07-25,REGULAR,53,55.29115
1939,904642,2026-07-25,NPA,253,48209.042
1940,904061,2026-07-25,NPA,127,6861.00576
1941,905469,2026-07-25,NPA,284,96820.83106
1942,905470,2026-07-25,NPA,258,81095.4423
1943,903938,2026-07-25,NPA,318,99999.99999
1944,904720,2026-07-25,REGULAR,43,256.6279
1945,904570,2026-07-25,REGULAR,55,330.52083
1946,903656,2026-07-25,REGULAR,38,62.36328
1947,903425,2026-07-25,NPA,340,99999.99999
1948,904867,2026-07-25,NPA,173,32695.31604
1949,903565,2026-07-25,REGULAR,55,236.68145
1950,905295,2026-07-25,REGULAR,49,144.14507
1951,906591,2026-07-25,REGULAR,82,89.30142
1952,904977,2026-07-25,REGULAR,44,237.40143
1953,900462,2026-07-25,NPA,248,99999.99999
1954,903836,2026-07-25,NPA,355,64260.8704
1955,905557,2026-07-25,REGULAR,41,46.68762
1956,905594,2026-07-25,REGULAR,6,102.9492
1957,901684,2026-07-25,REGULAR,39,20.62548
1958,905173,2026-07-25,REGULAR,9,200.21627
1959,902977,2026-07-25,NPA,171,71909.03616
1960,900026,2026-07-25,REGULAR,23,96.62465
1961,907031,2026-07-25,NPA,364,99999.99999
1962,907016,2026-07-25,NPA,275,99999.99999
1963,900621,2026-07-25,NPA,301,99999.99999
1964,906110,2026-07-25,REGULAR,42,1.28382
1965,905121,2026-07-25,REGULAR,65,19.68092
1966,907387,2026-07-25,WRITE_OFF,365,99999.99999
1967,903812,2026-07-25,REGULAR,41,539.12137
1968,900588,2026-07-25,REGULAR,49,348.12355
1969,905183,2026-07-25,NPA,242,2643.3923
1970,906622,2026-07-25,NPA,174,20592.4716
1971,906001,2026-07-25,REGULAR,32,104.02473
1972,907176,2026-07-25,REGULAR,2,17.2604
1973,902386,2026-07-25,REGULAR,54,12.06003
1974,901883,2026-07-25,NPA,313,99999.99999
1975,906151,2026-07-25,REGULAR,26,1196.6283
1976,906589,2026-07-25,REGULAR,48,668.36145
1977,907650,2026-07-25,NPA,220,99999.99999
1978,903331,2026-07-25,NPA,175,5035.8272
1979,905502,2026-07-25,NPA,204,99999.99999
1980,904546,2026-07-25,REGULAR,24,137.37728
1981,903417,2026-07-25,NPA,156,8668.96482
1982,902614,2026-07-25,REGULAR,12,131.51775
1983,904907,2026-07-25,NPA,288,20283.70344
1984,900760,2026-07-25,NPA,282,99999.99999
1985,901603,2026-07-25,REGULAR,6,17.14045
1986,900478,2026-07-25,NPA,282,99999.99999
1987,906485,2026-07-25,NPA,310,28325.5991
1988,900928,2026-07-25,REGULAR,40,20.9178
1989,905000,2026-07-25,REGULAR,14,74.97163
1990,903065,2026-07-25,REGULAR,31,50.84885
1991,902794,2026-07-25,NPA,96,18860.87754
1992,906766,2026-07-25,REGULAR,32,62.42318
1993,900838,2026-07-25,REGULAR,44,517.8248
1994,905926,2026-07-25,REGULAR,53,517.0588
1995,905585,2026-07-25,REGULAR,23,174.20432
1996,906431,2026-07-25,REGULAR,40,95.18022
1997,904637,2026-07-25,REGULAR,42,86.87485
1998,902076,2026-07-25,REGULAR,46,728.0516
1999,902454,2026-07-25,REGULAR,13,3.723
2000,901567,2026-07-25,REGULAR,45,135.4136
2001,903259,2026-07-25,REGULAR,20,70.79835
2002,901844,2026-07-25,NPA,201,28841.90028
2003,902415,2026-07-25,REGULAR,15,49.70455
2004,902761,2026-07-25,REGULAR,42,30.83995
2005,903388,2026-07-25,REGULAR,4,7.41793
2006,906140,2026-07-25,REGULAR,6,25.58577
2007,902803,2026-07-25,REGULAR,36,19.53063
2008,901517,2026-07-25,REGULAR,35,28.28823
2009,901332,2026-07-25,NPA,164,87285.70788
2010,902875,2026-07-25,REGULAR,51,28.65938
2011,905795,2026-07-25,REGULAR,31,11.74457
2012,905055,2026-07-25,REGULAR,6,533.61068
2013,906715,2026-07-25,REGULAR,14,33.91245
2014,901166,2026-07-25,NPA,155,3331.9832
2015,903524,2026-07-25,REGULAR,35,47.52065
2016,900153,2026-07-25,REGULAR,45,60.7715
2017,906653,2026-07-25,NPA,199,99999.99999
2018,901406,2026-07-25,REGULAR,15,3.37435
2019,906076,2026-07-25,REGULAR,42,32.28433
2020,900665,2026-07-25,REGULAR,55,485.89488
2021,900505,2026-07-25,REGULAR,54,273.20175
2022,906903,2026-07-25,REGULAR,44,222.74943
2023,902800,2026-07-25,NPA,130,8233.7976
2024,906898,2026-07-25,NPA,96,8006.30244
2025,907057,2026-07-25,NPA,132,4047.0183
2026,906121,2026-07-25,REGULAR,16,7.0439
2027,900100,2026-07-25,REGULAR,62,77.2861
2028,907507,2026-07-25,NPA,342,90766.82226
2029,902186,2026-07-25,REGULAR,42,121.02365
2030,901225,2026-07-25,REGULAR,53,135.03245
2031,907299,2026-07-25,REGULAR,36,7.97447
2032,902685,2026-07-25,REGULAR,68,116.88817
2033,907940,2026-07-25,REGULAR,16,90.4351
2034,906712,2026-07-25,REGULAR,5,165.8373
2035,901054,2026-07-25,NPA,272,2095.74762
2036,901159,2026-07-25,NPA,283,99999.99999
2037,900437,2026-07-25,REGULAR,21,140.2136
2038,906912,2026-07-25,NPA,346,13703.4
2039,900832,2026-07-25,NPA,100,6434.1872
2040,906100,2026-07-25,REGULAR,37,185.30277
2041,904713,2026-07-25,REGULAR,52,336.79902
2042,907935,2026-07-25,NPA,190,99999.99999
2043,901652,2026-07-25,NPA,282,67230.6
2044,904623,2026-07-25,REGULAR,51,121.8998
2045,904078,2026-07-25,REGULAR,44,208.2524
2046,905474,2026-07-25,REGULAR,3,155.26018
2047,903546,2026-07-25,NPA,99,801.26424
2048,904610,2026-07-25,REGULAR,12,161.84055
2049,903358,2026-07-25,REGULAR,44,145.54677
2050,905877,2026-07-25,REGULAR,38,194.37
2051,905802,2026-07-25,NPA,262,99999.99999
2052,902106,2026-07-25,REGULAR,40,201.187
2053,907891,2026-07-25,REGULAR,13,14.58667
2054,907999,2026-07-25,NPA,308,99999.99999
2055,904265,2026-07-25,NPA,270,99999.99999
2056,903487,2026-07-25,REGULAR,23,190.22065
2057,904450,2026-07-25,REGULAR,43,73.76945
2058,907514,2026-07-25,NPA,201,10893.25368
2059,905345,2026-07-25,REGULAR,10,306.27455
2060,902853,2026-07-25,NPA,233,8159.21244
2061,906664,2026-07-25,NPA,168,2554.488
2062,905978,2026-07-25,REGULAR,26,368.50705
2063,903178,2026-07-25,WRITE_OFF,365,99999.99999
2064,905817,2026-07-25,REGULAR,30,180.83315
2065,904482,2026-07-25,REGULAR,44,24.11427
2066,904699,2026-07-25,REGULAR,37,105.76382
2067,903908,2026-07-25,REGULAR,24,76.82745
2068,904738,2026-07-25,REGULAR,43,23.46617
2069,906282,2026-07-25,REGULAR,40,3.82735
2070,902299,2026-07-25,REGULAR,30,49.89135
2071,905827,2026-07-25,REGULAR,44,59.47868
2072,905964,2026-07-25,NPA,215,33947.964
2073,904771,2026-07-25,REGULAR,28,1509.44808
2074,907156,2026-07-25,NPA,260,99999.99999
2075,903969,2026-07-25,NPA,173,44554.00288
2076,902979,2026-07-25,REGULAR,73,202.669
2077,902623,2026-07-25,NPA,304,99999.99999
2078,905334,2026-07-25,REGULAR,30,30.56395
2079,906629,2026-07-25,NPA,365,99999.99999
2080,905878,2026-07-25,NPA,313,99999.99999
2081,900683,2026-07-25,REGULAR,23,39.50635
2082,900429,2026-07-25,REGULAR,20,82.99308
2083,904022,2026-07-25,REGULAR,4,12.95772
2084,907706,2026-07-25,REGULAR,6,257.54815
2085,906399,2026-07-25,REGULAR,28,5.4134
2086,900677,2026-07-25,WRITE_OFF,365,99999.99999
2087,901043,2026-07-25,NPA,322,92731.93494
2088,907346,2026-07-25,REGULAR,48,4.30767
2089,906142,2026-07-25,NPA,261,7697.22684
2090,905959,2026-07-25,REGULAR,26,116.87703
2091,906530,2026-07-25,REGULAR,52,11.87545
2092,905089,2026-07-25,NPA,360,99999.99999
2093,906087,2026-07-25,REGULAR,10,658.6838
2094,904103,2026-07-25,REGULAR,72,268.04098
2095,907494,2026-07-25,REGULAR,1,775.37018
2096,905192,2026-07-25,NPA,194,99999.99999
2097,907015,2026-07-25,REGULAR,41,340.30565
2098,906714,2026-07-25,REGULAR,42,4.11747
2099,904844,2026-07-25,REGULAR,2,7.9661
2100,905130,2026-07-25,REGULAR,51,3.06948
2101,903108,2026-07-25,REGULAR,14,467.33105
2102,906703,2026-07-25,NPA,163,99999.99999
2103,904046,2026-07-25,REGULAR,6,161.4462
2104,901938,2026-07-25,REGULAR,24,624.1174
2105,901435,2026-07-25,REGULAR,44,74.41922
2106,906748,2026-07-25,NPA,250,77958.3877
2107,901645,2026-07-25,NPA,171,23885.45952
2108,902801,2026-07-25,NPA,198,99999.99999
2109,904743,2026-07-25,REGULAR,5,405.8701
2110,905455,2026-07-25,REGULAR,3,174.6071
2111,907888,2026-07-25,REGULAR,43,24.3926
2112,900241,2026-07-25,REGULAR,15,792.51587
2113,902408,2026-07-25,NPA,103,578.49792
2114,907154,2026-07-25,NPA,258,10219.11714
2115,904511,2026-07-25,REGULAR,12,253.9638
2116,901843,2026-07-25,NPA,274,22033.09374
2117,904607,2026-07-25,REGULAR,19,113.0571
2118,901453,2026-07-25,NPA,319,99999.99999
2119,900973,2026-07-25,REGULAR,35,23.60818
2120,907946,2026-07-25,REGULAR,13,22.13758
2121,907402,2026-07-25,REGULAR,71,385.52952
2122,906091,2026-07-25,REGULAR,3,6.17037
2123,906337,2026-07-25,NPA,276,84212.51652
2124,904792,2026-07-25,REGULAR,41,8.35848
2125,901799,2026-07-25,NPA,142,99999.99999
2126,905140,2026-07-25,REGULAR,41,40.169
2127,901577,2026-07-25,NPA,95,22964.824
2128,902697,2026-07-25,NPA,91,3757.05696
2129,904919,2026-07-25,REGULAR,44,86.59937
2130,904415,2026-07-25,REGULAR,55,4.35118
2131,902690,2026-07-25,NPA,99,66812.80368
2132,905426,2026-07-25,NPA,129,2749.2012
2133,905408,2026-07-25,REGULAR,31,19.48418
2134,905735,2026-07-25,NPA,320,99999.99999
2135,906333,2026-07-25,NPA,317,63421.16572
2136,900312,2026-07-25,REGULAR,42,13.3539
2137,904090,2026-07-25,NPA,300,99999.99999
2138,904263,2026-07-25,NPA,341,99999.99999
2139,903349,2026-07-25,REGULAR,1,159.12525
2140,906412,2026-07-25,REGULAR,38,6.01665
2141,904342,2026-07-25,WRITE_OFF,365,99999.99999
2142,905197,2026-07-25,REGULAR,55,5.2127
2143,903172,2026-07-25,REGULAR,1,1723.78365
2144,904838,2026-07-25,NPA,262,99999.99999
2145,901555,2026-07-25,NPA,318,99999.99999
2146,907889,2026-07-25,REGULAR,46,150.81348
2147,905645,2026-07-25,REGULAR,42,284.65627
2148,905691,2026-07-25,REGULAR,42,110.90317
2149,903018,2026-07-25,REGULAR,47,145.82208
2150,906617,2026-07-25,REGULAR,37,8.87355
2151,907159,2026-07-25,REGULAR,38,316.51403
2152,907462,2026-07-25,REGULAR,49,10.76217
2153,905956,2026-07-25,REGULAR,21,251.19022
2154,903415,2026-07-25,REGULAR,31,14.6271
2155,906941,2026-07-25,REGULAR,43,35.45293
2156,900152,2026-07-25,NPA,229,99999.99999
2157,907126,2026-07-25,REGULAR,52,424.0756
2158,900120,2026-07-25,REGULAR,44,163.3182
2159,906228,2026-07-25,NPA,248,99999.99999
2160,904780,2026-07-25,REGULAR,27,985.13295
2161,905512,2026-07-25,NPA,343,99999.99999
2162,906386,2026-07-25,REGULAR,20,224.1223
2163,901126,2026-07-25,REGULAR,53,46.62658
2164,903083,2026-07-25,REGULAR,11,94.16558
2165,907626,2026-07-25,REGULAR,31,173.57482
2166,905534,2026-07-25,NPA,126,4473.67296
2167,905570,2026-07-25,REGULAR,42,391.37565
2168,907300,2026-07-25,REGULAR,75,291.38815
2169,904638,2026-07-25,REGULAR,65,262.78342
2170,901943,2026-07-25,NPA,95,8015.8704
2171,906297,2026-07-25,NPA,312,99999.99999
2172,906919,2026-07-25,NPA,313,99999.99999
2173,900652,2026-07-25,REGULAR,33,143.158
2174,907017,2026-07-25,REGULAR,35,72.01647
2175,906787,2026-07-25,NPA,183,29030.4
2176,903935,2026-07-25,REGULAR,3,19.12872
2177,900356,2026-07-25,REGULAR,45,95.81063
2178,906562,2026-07-25,REGULAR,26,15.1886
2179,906459,2026-07-25,NPA,104,24046.03068
2180,904289,2026-07-25,REGULAR,38,124.3593
2181,905938,2026-07-25,REGULAR,84,6.7407
2182,901264,2026-07-25,NPA,106,9601.59382
2183,900245,2026-07-25,REGULAR,45,116.7285
2184,907038,2026-07-25,REGULAR,35,3.92008
2185,906750,2026-07-25,REGULAR,68,487.51468
2186,904166,2026-07-25,REGULAR,25,17.5111
2187,902354,2026-07-25,NPA,341,99999.99999
2188,903376,2026-07-25,REGULAR,5,20.3414
2189,901281,2026-07-25,REGULAR,5,42.92475
2190,905540,2026-07-25,NPA,345,69282.5166
2191,901634,2026-07-25,NPA,173,99999.99999
2192,904116,2026-07-25,REGULAR,51,108.37333
2193,907667,2026-07-25,REGULAR,70,4.24308
2194,904755,2026-07-25,REGULAR,31,2.10993
2195,901858,2026-07-25,NPA,142,21245.28898
2196,903027,2026-07-25,REGULAR,38,200.06328
2197,904133,2026-07-25,REGULAR,43,96.9481
2198,902409,2026-07-25,NPA,210,99999.99999
2199,906962,2026-07-25,REGULAR,31,121.24815
2200,907456,2026-07-25,NPA,100,91376.3634
2201,902114,2026-07-25,REGULAR,13,153.69952
2202,901381,2026-07-25,REGULAR,45,83.96228
2203,907567,2026-07-25,NPA,313,27037.96316
2204,902146,2026-07-25,NPA,199,99999.99999
