COLLECTION_ID,LOAN_ID,BUCKET,AGENT_ID,RECOVERY_STATUS,RECOVERY_AMOUNT,FOLLOWUP_DATE
9803,906627,0-30,3057,PENDING,0.0,2026-06-05
9804,906627,30-60,3057,PENDING,0.0,2026-06-30
9805,906627,60-90,3057,WRITE_OFF,1943.43,2026-07-25
9806,906629,0-30,3070,PARTIAL,171314.31,2025-09-03
9807,906629,0-30,3070,PENDING,0.0,2025-10-14
9808,906629,0-30,3070,PENDING,0.0,2025-11-23
9809,906629,0-30,3070,PARTIAL,202970.9,2026-01-03
9810,906629,0-30,3070,PARTIAL,136363.39,2026-02-12
9811,906629,0-30,3070,PARTIAL,136169.78,2026-03-25
9812,906629,30-60,3070,PENDING,0.0,2026-05-04
9813,906629,60-90,3070,PARTIAL,182842.41,2026-06-14
9814,906629,90+,3070,PARTIAL,95222.02,2026-07-25
9815,906631,30-60,3028,PENDING,0.0,2026-07-25
9816,906645,0-30,3025,PENDING,0.0,2026-06-29
9817,906645,0-30,3025,PENDING,0.0,2026-07-12
9818,906645,30-60,3025,PARTIAL,17039.29,2026-07-25
9819,906647,90+,3033,WRITE_OFF,33833.53,2026-07-25
9820,906650,0-30,3027,PENDING,0.0,2026-07-10
9821,906650,0-30,3027,PENDING,0.0,2026-07-25
9822,906653,0-30,3070,PARTIAL,53624.75,2026-01-23
9823,906653,0-30,3070,PENDING,0.0,2026-02-09
9824,906653,0-30,3070,PENDING,0.0,2026-02-25
9825,906653,0-30,3070,PENDING,0.0,2026-03-14
9826,906653,0-30,3070,PENDING,0.0,2026-03-30
9827,906653,0-30,3070,PENDING,0.0,2026-04-16
9828,906653,0-30,3070,PARTIAL,200582.98,2026-05-03
9829,906653,0-30,3070,PARTIAL,248919.27,2026-05-19
9830,906653,0-30,3070,PARTIAL,198479.15,2026-06-05
9831,906653,30-60,3070,PARTIAL,237038.06,2026-06-21
9832,906653,60-90,3070,PENDING,0.0,2026-07-08
9833,906653,90+,3070,WRITE_OFF,30083.17,2026-07-25
9834,906664,0-30,3045,PENDING,0.0,2026-03-03
9835,906664,0-30,3045,PENDING,0.0,2026-03-27
9836,906664,0-30,3045,PARTIAL,1653.7,2026-04-20
9837,906664,0-30,3045,PENDING,0.0,2026-05-14
9838,906664,30-60,3045,PARTIAL,1138.64,2026-06-07
9839,906664,60-90,3045,PENDING,0.0,2026-07-01
9840,906664,90+,3045,PENDING,0.0,2026-07-25
9841,906665,0-30,3051,PENDING,0.0,2026-06-28
9842,906665,30-60,3051,RECOVERED,93616.1,2026-07-25
9843,906669,0-30,3021,PARTIAL,1921.11,2026-05-11
9844,906669,0-30,3021,PENDING,0.0,2026-05-26
9845,906669,0-30,3021,PENDING,0.0,2026-06-10
9846,906669,0-30,3021,PENDING,0.0,2026-06-25
9847,906669,30-60,3021,PARTIAL,20341.13,2026-07-10
9848,906669,60-90,3021,PARTIAL,9403.83,2026-07-25
9849,906671,0-30,3015,PENDING,0.0,2026-05-14
9850,906671,30-60,3015,PARTIAL,175917.3,2026-06-07
9851,906671,60-90,3015,PENDING,0.0,2026-07-01
9852,906671,90+,3015,PENDING,0.0,2026-07-25
9853,906675,0-30,3061,PENDING,0.0,2026-06-22
9854,906675,0-30,3061,PENDING,0.0,2026-07-08
9855,906675,30-60,3061,PARTIAL,7434.06,2026-07-25
9856,906677,0-30,3047,PARTIAL,3387.44,2026-06-30
9857,906677,0-30,3047,PENDING,0.0,2026-07-08
9858,906677,0-30,3047,PENDING,0.0,2026-07-16
9859,906677,30-60,3047,PARTIAL,9435.19,2026-07-25
9860,906682,0-30,3025,PARTIAL,763.26,2026-07-02
9861,906682,30-60,3025,PENDING,0.0,2026-07-25
9862,906693,30-60,3039,PENDING,0.0,2026-07-25
9863,906703,0-30,3006,PENDING,0.0,2026-03-16
9864,906703,0-30,3006,PENDING,0.0,2026-04-18
9865,906703,30-60,3006,PENDING,0.0,2026-05-20
9866,906703,60-90,3006,PARTIAL,136247.64,2026-06-22
9867,906703,90+,3006,PARTIAL,168405.49,2026-07-25
9868,906705,30-60,3037,PARTIAL,10898.44,2026-07-25
9869,906708,0-30,3062,PARTIAL,198726.63,2026-07-25
9870,906712,0-30,3019,PENDING,0.0,2026-07-25
9871,906714,30-60,3028,PENDING,0.0,2026-07-25
9872,906715,0-30,3061,PARTIAL,7149.16,2026-07-25
9873,906716,30-60,3068,PENDING,0.0,2026-07-25
9874,906720,0-30,3010,PENDING,0.0,2026-04-12
9875,906720,0-30,3010,PENDING,0.0,2026-05-08
9876,906720,30-60,3010,PENDING,0.0,2026-06-03
9877,906720,60-90,3010,PENDING,0.0,2026-06-29
9878,906720,90+,3010,PENDING,0.0,2026-07-25
9879,906722,30-60,3037,PENDING,0.0,2026-07-25
9880,906728,0-30,3036,PENDING,0.0,2026-07-07
9881,906728,30-60,3036,PENDING,0.0,2026-07-25
9882,906730,0-30,3037,RECOVERED,62705.75,2026-07-25
9883,906735,0-30,3051,PENDING,0.0,2026-05-21
9884,906735,0-30,3051,PENDING,0.0,2026-06-03
9885,906735,0-30,3051,PENDING,0.0,2026-06-16
9886,906735,0-30,3051,PARTIAL,2309.93,2026-06-29
9887,906735,30-60,3051,PARTIAL,2374.08,2026-07-12
9888,906735,60-90,3051,PARTIAL,1308.72,2026-07-25
9889,906737,0-30,3007,PARTIAL,572.92,2026-06-27
9890,906737,0-30,3007,PENDING,0.0,2026-07-11
9891,906737,30-60,3007,PARTIAL,951.16,2026-07-25
9892,906738,0-30,3025,PARTIAL,9184.84,2026-07-04
9893,906738,0-30,3025,PENDING,0.0,2026-07-14
9894,906738,30-60,3025,PENDING,0.0,2026-07-25
9895,906743,0-30,3030,PARTIAL,5581.22,2026-02-05
9896,906743,0-30,3030,PENDING,0.0,2026-02-26
9897,906743,0-30,3030,PENDING,0.0,2026-03-19
9898,906743,0-30,3030,PENDING,0.0,2026-04-09
9899,906743,0-30,3030,PARTIAL,25451.1,2026-05-01
9900,906743,0-30,3030,PENDING,0.0,2026-05-22
9901,906743,30-60,3030,PARTIAL,35803.82,2026-06-12
9902,906743,60-90,3030,PENDING,0.0,2026-07-03
9903,906743,90+,3030,PARTIAL,18648.63,2026-07-25
9904,906746,30-60,3009,PENDING,0.0,2026-07-25
9905,906748,0-30,3053,PENDING,0.0,2025-12-09
9906,906748,0-30,3053,PARTIAL,36917.19,2026-01-01
9907,906748,0-30,3053,PENDING,0.0,2026-01-24
9908,906748,0-30,3053,PARTIAL,71820.34,2026-02-15
9909,906748,0-30,3053,PENDING,0.0,2026-03-10
9910,906748,0-30,3053,PENDING,0.0,2026-04-02
9911,906748,0-30,3053,PENDING,0.0,2026-04-25
9912,906748,0-30,3053,PENDING,0.0,2026-05-17
9913,906748,30-60,3053,PENDING,0.0,2026-06-09
9914,906748,60-90,3053,PENDING,0.0,2026-07-02
9915,906748,90+,3053,PENDING,0.0,2026-07-25
9916,906750,30-60,3030,PENDING,0.0,2026-06-21
9917,906750,60-90,3030,PARTIAL,28729.23,2026-07-25
9918,906751,0-30,3068,PENDING,0.0,2026-01-09
9919,906751,0-30,3068,PENDING,0.0,2026-02-03
9920,906751,0-30,3068,PENDING,0.0,2026-02-27
9921,906751,0-30,3068,PENDING,0.0,2026-03-24
9922,906751,0-30,3068,PENDING,0.0,2026-04-17
9923,906751,0-30,3068,PARTIAL,40602.08,2026-05-12
9924,906751,30-60,3068,PENDING,0.0,2026-06-05
9925,906751,60-90,3068,PENDING,0.0,2026-06-30
9926,906751,90+,3068,PARTIAL,5678.61,2026-07-25
9927,906753,30-60,3022,PENDING,0.0,2026-07-25
9928,906762,0-30,3070,PENDING,0.0,2026-07-25
9929,906763,0-30,3050,PARTIAL,6111.31,2026-07-02
9930,906763,30-60,3050,PENDING,0.0,2026-07-25
9931,906764,0-30,3058,PENDING,0.0,2026-03-03
9932,906764,0-30,3058,PENDING,0.0,2026-04-08
9933,906764,30-60,3058,PARTIAL,70231.22,2026-05-14
9934,906764,60-90,3058,PENDING,0.0,2026-06-19
9935,906764,90+,3058,PARTIAL,132730.75,2026-07-25
9936,906768,0-30,3038,PENDING,0.0,2025-12-23
9937,906768,0-30,3038,PARTIAL,62216.73,2026-01-11
9938,906768,0-30,3038,PENDING,0.0,2026-01-31
9939,906768,0-30,3038,PENDING,0.0,2026-02-19
9940,906768,0-30,3038,PENDING,0.0,2026-03-11
9941,906768,0-30,3038,PENDING,0.0,2026-03-30
9942,906768,0-30,3038,PARTIAL,40898.37,2026-04-18
9943,906768,0-30,3038,PARTIAL,228547.62,2026-05-08
9944,906768,0-30,3038,PARTIAL,147748.75,2026-05-27
9945,906768,30-60,3038,PENDING,0.0,2026-06-16
9946,906768,60-90,3038,PENDING,0.0,2026-07-05
9947,906768,90+,3038,PARTIAL,240601.04,2026-07-25
9948,906769,0-30,3041,PENDING,0.0,2026-01-26
9949,906769,0-30,3041,PENDING,0.0,2026-02-21
9950,906769,0-30,3041,PARTIAL,36579.43,2026-03-18
9951,906769,0-30,3041,PARTIAL,24200.18,2026-04-13
9952,906769,0-30,3041,PENDING,0.0,2026-05-09
9953,906769,30-60,3041,PENDING,0.0,2026-06-03
9954,906769,60-90,3041,PENDING,0.0,2026-06-29
9955,906769,90+,3041,PARTIAL,41367.44,2026-07-25
9956,906772,0-30,3010,PARTIAL,74502.11,2026-02-09
9957,906772,0-30,3010,PARTIAL,202114.49,2026-02-24
9958,906772,0-30,3010,PARTIAL,84520.97,2026-03-11
9959,906772,0-30,3010,PENDING,0.0,2026-03-26
9960,906772,0-30,3010,PENDING,0.0,2026-04-10
9961,906772,0-30,3010,PENDING,0.0,2026-04-25
9962,906772,0-30,3010,PENDING,0.0,2026-05-10
9963,906772,0-30,3010,PARTIAL,199857.67,2026-05-25
9964,906772,0-30,3010,PENDING,0.0,2026-06-09
9965,906772,30-60,3010,PENDING,0.0,2026-06-24
9966,906772,60-90,3010,PENDING,0.0,2026-07-09
9967,906772,90+,3010,PARTIAL,43978.14,2026-07-25
9968,906776,0-30,3048,PENDING,0.0,2026-06-25
9969,906776,0-30,3048,PENDING,0.0,2026-07-10
9970,906776,30-60,3048,PENDING,0.0,2026-07-25
9971,906778,0-30,3056,PENDING,0.0,2026-07-25
9972,906781,30-60,3071,PENDING,0.0,2026-07-25
9973,906782,0-30,3035,PENDING,0.0,2025-08-15
9974,906782,0-30,3035,PENDING,0.0,2025-09-05
9975,906782,0-30,3035,PENDING,0.0,2025-09-27
9976,906782,0-30,3035,PENDING,0.0,2025-10-18
9977,906782,0-30,3035,PENDING,0.0,2025-11-09
9978,906782,0-30,3035,PENDING,0.0,2025-11-30
9979,906782,0-30,3035,PARTIAL,32213.84,2025-12-22
9980,906782,0-30,3035,PENDING,0.0,2026-01-12
9981,906782,0-30,3035,PENDING,0.0,2026-02-03
9982,906782,0-30,3035,PENDING,0.0,2026-02-24
9983,906782,0-30,3035,PENDING,0.0,2026-03-18
9984,906782,0-30,3035,PENDING,0.0,2026-04-08
9985,906782,0-30,3035,PARTIAL,59286.58,2026-04-30
9986,906782,0-30,3035,PENDING,0.0,2026-05-21
9987,906782,30-60,3035,PENDING,0.0,2026-06-12
9988,906782,60-90,3035,PENDING,0.0,2026-07-03
9989,906782,90+,3035,WRITE_OFF,15418.56,2026-07-25
9990,906784,0-30,3037,PARTIAL,377734.52,2025-10-20
9991,906784,0-30,3037,PENDING,0.0,2025-11-12
9992,906784,0-30,3037,PENDING,0.0,2025-12-05
9993,906784,0-30,3037,PENDING,0.0,2025-12-28
9994,906784,0-30,3037,PARTIAL,382012.7,2026-01-20
9995,906784,0-30,3037,PARTIAL,432221.63,2026-02-12
9996,906784,0-30,3037,PENDING,0.0,2026-03-08
9997,906784,0-30,3037,PENDING,0.0,2026-03-31
9998,906784,0-30,3037,PARTIAL,171340.6,2026-04-23
9999,906784,0-30,3037,PENDING,0.0,2026-05-16
10000,906784,30-60,3037,PARTIAL,393512.59,2026-06-08
10001,906784,60-90,3037,PENDING,0.0,2026-07-01
10002,906784,90+,3037,PENDING,0.0,2026-07-25
10003,906787,0-30,3058,PENDING,0.0,2026-03-09
10004,906787,30-60,3058,PARTIAL,23880.6,2026-04-24
10005,906787,60-90,3058,PENDING,0.0,2026-06-09
10006,906787,90+,3058,PARTIAL,38250.51,2026-07-25
10007,906788,0-30,3013,PENDING,0.0,2026-02-06
10008,906788,0-30,3013,PENDING,0.0,2026-02-25
10009,906788,0-30,3013,PENDING,0.0,2026-03-16
10010,906788,0-30,3013,PENDING,0.0,2026-04-03
10011,906788,0-30,3013,PENDING,0.0,2026-04-22
10012,906788,0-30,3013,PENDING,0.0,2026-05-11
10013,906788,0-30,3013,PENDING,0.0,2026-05-29
10014,906788,30-60,3013,PENDING,0.0,2026-06-17
10015,906788,60-90,3013,PENDING,0.0,2026-07-06
10016,906788,90+,3013,PARTIAL,1292.51,2026-07-25
10017,906796,0-30,3025,PENDING,0.0,2026-06-04
10018,906796,30-60,3025,PENDING,0.0,2026-06-29
10019,906796,60-90,3025,PENDING,0.0,2026-07-25
10020,906799,0-30,3042,PARTIAL,81432.25,2026-07-25
10021,906803,0-30,3075,PENDING,0.0,2025-09-18
10022,906803,0-30,3075,PARTIAL,5659.62,2025-10-10
10023,906803,0-30,3075,PENDING,0.0,2025-11-01
10024,906803,0-30,3075,PENDING,0.0,2025-11-23
10025,906803,0-30,3075,PENDING,0.0,2025-12-15
10026,906803,0-30,3075,PENDING,0.0,2026-01-06
10027,906803,0-30,3075,PARTIAL,15446.8,2026-01-28
10028,906803,0-30,3075,PARTIAL,8553.88,2026-02-20
10029,906803,0-30,3075,PENDING,0.0,2026-03-14
10030,906803,0-30,3075,PARTIAL,16924.11,2026-04-05
10031,906803,0-30,3075,PENDING,0.0,2026-04-27
10032,906803,0-30,3075,PENDING,0.0,2026-05-19
10033,906803,30-60,3075,PENDING,0.0,2026-06-10
10034,906803,60-90,3075,PARTIAL,10521.96,2026-07-02
10035,906803,90+,3075,WRITE_OFF,4608.83,2026-07-25
10036,906805,0-30,3045,PARTIAL,10701.0,2026-06-29
10037,906805,0-30,3045,PENDING,0.0,2026-07-12
10038,906805,30-60,3045,PENDING,0.0,2026-07-25
10039,906810,0-30,3028,PENDING,0.0,2026-01-27
10040,906810,0-30,3028,PENDING,0.0,2026-02-18
10041,906810,0-30,3028,PENDING,0.0,2026-03-13
10042,906810,0-30,3028,PENDING,0.0,2026-04-04
10043,906810,0-30,3028,PENDING,0.0,2026-04-26
10044,906810,0-30,3028,PARTIAL,2968.11,2026-05-19
10045,906810,30-60,3028,PENDING,0.0,2026-06-10
10046,906810,60-90,3028,PARTIAL,10607.16,2026-07-02
10047,906810,90+,3028,PENDING,0.0,2026-07-25
10048,906811,0-30,3035,PARTIAL,10395.2,2026-07-25
10049,906818,30-60,3021,PENDING,0.0,2026-07-25
10050,906819,0-30,3033,PENDING,0.0,2026-07-25
10051,906820,0-30,3002,PARTIAL,55220.47,2025-12-14
10052,906820,0-30,3002,PENDING,0.0,2026-01-08
10053,906820,0-30,3002,PENDING,0.0,2026-02-02
10054,906820,0-30,3002,PENDING,0.0,2026-02-26
10055,906820,0-30,3002,PARTIAL,75287.14,2026-03-23
10056,906820,0-30,3002,PENDING,0.0,2026-04-17
10057,906820,0-30,3002,PENDING,0.0,2026-05-11
10058,906820,30-60,3002,PENDING,0.0,2026-06-05
10059,906820,60-90,3002,PARTIAL,20742.48,2026-06-30
10060,906820,90+,3002,PARTIAL,33867.15,2026-07-25
10061,906824,0-30,3046,PENDING,0.0,2026-07-10
10062,906824,0-30,3046,PARTIAL,1776.19,2026-07-25
10063,906829,30-60,3011,PARTIAL,166.98,2026-07-25
10064,906830,0-30,3029,PARTIAL,173242.84,2026-07-25
10065,906831,0-30,3001,PARTIAL,33686.28,2026-07-08
10066,906831,30-60,3001,PENDING,0.0,2026-07-25
10067,906833,0-30,3061,PENDING,0.0,2026-02-25
10068,906833,30-60,3061,PENDING,0.0,2026-04-16
10069,906833,60-90,3061,PENDING,0.0,2026-06-05
10070,906833,90+,3061,WRITE_OFF,56482.86,2026-07-25
10071,906839,30-60,3053,PENDING,0.0,2026-06-21
10072,906839,60-90,3053,PARTIAL,39170.09,2026-07-25
10073,906840,30-60,3046,PARTIAL,23932.42,2026-07-25
10074,906842,0-30,3013,PENDING,0.0,2026-03-10
10075,906842,30-60,3013,PENDING,0.0,2026-04-25
10076,906842,60-90,3013,PENDING,0.0,2026-06-09
10077,906842,90+,3013,PENDING,0.0,2026-07-25
10078,906848,0-30,3048,PARTIAL,2683.62,2026-07-25
10079,906850,0-30,3014,PARTIAL,4853.59,2026-02-01
10080,906850,0-30,3014,PARTIAL,3380.45,2026-02-26
10081,906850,0-30,3014,PENDING,0.0,2026-03-23
10082,906850,0-30,3014,PENDING,0.0,2026-04-17
10083,906850,0-30,3014,PENDING,0.0,2026-05-11
10084,906850,30-60,3014,PENDING,0.0,2026-06-05
10085,906850,60-90,3014,PARTIAL,5135.39,2026-06-30
10086,906850,90+,3014,PENDING,0.0,2026-07-25
10087,906851,0-30,3023,PARTIAL,8562.28,2026-07-12
10088,906851,0-30,3023,PENDING,0.0,2026-07-25
10089,906856,0-30,3070,PARTIAL,7100.77,2026-07-07
10090,906856,30-60,3070,PENDING,0.0,2026-07-25
10091,906859,30-60,3058,RECOVERED,6253.18,2026-07-25
10092,906872,0-30,3051,PENDING,0.0,2025-12-12
10093,906872,0-30,3051,PENDING,0.0,2025-12-31
10094,906872,0-30,3051,PENDING,0.0,2026-01-19
10095,906872,0-30,3051,PENDING,0.0,2026-02-06
10096,906872,0-30,3051,PENDING,0.0,2026-02-25
10097,906872,0-30,3051,PENDING,0.0,2026-03-16
10098,906872,0-30,3051,PENDING,0.0,2026-04-03
10099,906872,0-30,3051,PARTIAL,1020.95,2026-04-22
10100,906872,0-30,3051,PENDING,0.0,2026-05-11
10101,906872,0-30,3051,PENDING,0.0,2026-05-29
10102,906872,30-60,3051,PARTIAL,5341.62,2026-06-17
10103,906872,60-90,3051,PENDING,0.0,2026-07-06
10104,906872,90+,3051,PENDING,0.0,2026-07-25
10105,906874,30-60,3077,PENDING,0.0,2026-07-25
10106,906879,0-30,3074,PENDING,0.0,2026-07-09
10107,906879,30-60,3074,PENDING,0.0,2026-07-25
10108,906882,30-60,3028,PENDING,0.0,2026-07-25
10109,906887,0-30,3024,PARTIAL,3394.05,2026-03-05
10110,906887,30-60,3024,PENDING,0.0,2026-04-21
10111,906887,60-90,3024,PENDING,0.0,2026-06-07
10112,906887,90+,3024,WRITE_OFF,875.44,2026-07-25
10113,906889,0-30,3011,PENDING,0.0,2026-05-20
10114,906889,0-30,3011,PARTIAL,23624.3,2026-05-31
10115,906889,0-30,3011,PENDING,0.0,2026-06-11
10116,906889,0-30,3011,PENDING,0.0,2026-06-22
10117,906889,0-30,3011,PENDING,0.0,2026-07-03
10118,906889,30-60,3011,PENDING,0.0,2026-07-14
10119,906889,60-90,3011,PENDING,0.0,2026-07-25
10120,906893,0-30,3071,PENDING,0.0,2026-07-08
10121,906893,30-60,3071,PENDING,0.0,2026-07-25
10122,906894,0-30,3039,PENDING,0.0,2026-06-27
10123,906894,30-60,3039,RECOVERED,6337.48,2026-07-25
10124,906895,0-30,3026,PENDING,0.0,2025-09-09
10125,906895,0-30,3026,PENDING,0.0,2025-09-28
10126,906895,0-30,3026,PARTIAL,165147.53,2025-10-17
10127,906895,0-30,3026,PENDING,0.0,2025-11-04
10128,906895,0-30,3026,PENDING,0.0,2025-11-23
10129,906895,0-30,3026,PARTIAL,208490.76,2025-12-12
10130,906895,0-30,3026,PENDING,0.0,2025-12-31
10131,906895,0-30,3026,PENDING,0.0,2026-01-18
10132,906895,0-30,3026,PENDING,0.0,2026-02-06
10133,906895,0-30,3026,PARTIAL,357819.56,2026-02-25
10134,906895,0-30,3026,PARTIAL,313998.44,2026-03-15
10135,906895,0-30,3026,PENDING,0.0,2026-04-03
10136,906895,0-30,3026,PENDING,0.0,2026-04-22
10137,906895,0-30,3026,PARTIAL,562254.03,2026-05-11
10138,906895,0-30,3026,PENDING,0.0,2026-05-29
10139,906895,30-60,3026,PENDING,0.0,2026-06-17
10140,906895,60-90,3026,PENDING,0.0,2026-07-06
10141,906895,90+,3026,PENDING,0.0,2026-07-25
10142,906898,30-60,3047,PARTIAL,3718.99,2026-05-22
10143,906898,60-90,3047,PENDING,0.0,2026-06-23
10144,906898,90+,3047,PENDING,0.0,2026-07-25
10145,906903,30-60,3010,PENDING,0.0,2026-07-25
10146,906906,0-30,3079,PENDING,0.0,2025-10-10
10147,906906,0-30,3079,PENDING,0.0,2025-11-05
10148,906906,0-30,3079,PENDING,0.0,2025-12-01
10149,906906,0-30,3079,PENDING,0.0,2025-12-27
10150,906906,0-30,3079,PARTIAL,11015.18,2026-01-22
10151,906906,0-30,3079,PENDING,0.0,2026-02-18
10152,906906,0-30,3079,PENDING,0.0,2026-03-16
10153,906906,0-30,3079,PENDING,0.0,2026-04-11
10154,906906,0-30,3079,PARTIAL,25868.86,2026-05-07
10155,906906,30-60,3079,PENDING,0.0,2026-06-02
10156,906906,60-90,3079,PENDING,0.0,2026-06-28
10157,906906,90+,3079,PENDING,0.0,2026-07-25
10158,906907,0-30,3045,PENDING,0.0,2025-11-02
10159,906907,0-30,3045,PENDING,0.0,2025-11-26
10160,906907,0-30,3045,PARTIAL,2893.38,2025-12-20
10161,906907,0-30,3045,PARTIAL,6041.4,2026-01-13
10162,906907,0-30,3045,PENDING,0.0,2026-02-06
10163,906907,0-30,3045,PENDING,0.0,2026-03-02
10164,906907,0-30,3045,PENDING,0.0,2026-03-26
10165,906907,0-30,3045,PENDING,0.0,2026-04-19
10166,906907,0-30,3045,PARTIAL,9034.72,2026-05-13
10167,906907,30-60,3045,PENDING,0.0,2026-06-06
10168,906907,60-90,3045,PENDING,0.0,2026-06-30
10169,906907,90+,3045,PARTIAL,8068.19,2026-07-25
10170,906910,30-60,3016,PARTIAL,32220.82,2026-07-25
10171,906912,0-30,3057,PARTIAL,3259.15,2025-09-05
10172,906912,0-30,3057,PENDING,0.0,2025-09-28
10173,906912,0-30,3057,PENDING,0.0,2025-10-21
10174,906912,0-30,3057,PENDING,0.0,2025-11-13
10175,906912,0-30,3057,PENDING,0.0,2025-12-06
10176,906912,0-30,3057,PENDING,0.0,2025-12-29
10177,906912,0-30,3057,PENDING,0.0,2026-01-21
10178,906912,0-30,3057,PARTIAL,6196.28,2026-02-13
10179,906912,0-30,3057,PARTIAL,2904.3,2026-03-08
10180,906912,0-30,3057,PENDING,0.0,2026-03-31
10181,906912,0-30,3057,PENDING,0.0,2026-04-23
10182,906912,0-30,3057,PENDING,0.0,2026-05-16
10183,906912,30-60,3057,PENDING,0.0,2026-06-08
10184,906912,60-90,3057,PENDING,0.0,2026-07-01
10185,906912,90+,3057,PENDING,0.0,2026-07-25
10186,906916,0-30,3080,PENDING,0.0,2026-06-29
10187,906916,0-30,3080,PENDING,0.0,2026-07-12
10188,906916,30-60,3080,PENDING,0.0,2026-07-25
10189,906918,0-30,3001,PENDING,0.0,2026-02-18
10190,906918,0-30,3001,PARTIAL,380306.39,2026-03-21
10191,906918,0-30,3001,PENDING,0.0,2026-04-22
10192,906918,30-60,3001,PARTIAL,95797.62,2026-05-23
10193,906918,60-90,3001,PENDING,0.0,2026-06-23
10194,906918,90+,3001,PENDING,0.0,2026-07-25
10195,906919,0-30,3025,PENDING,0.0,2025-10-16
10196,906919,0-30,3025,PENDING,0.0,2025-11-16
10197,906919,0-30,3025,PENDING,0.0,2025-12-17
10198,906919,0-30,3025,PENDING,0.0,2026-01-18
10199,906919,0-30,3025,PARTIAL,133988.37,2026-02-18
10200,906919,0-30,3025,PENDING,0.0,2026-03-21
10201,906919,0-30,3025,PARTIAL,148223.59,2026-04-22
10202,906919,30-60,3025,PENDING,0.0,2026-05-23
10203,906919,60-90,3025,PENDING,0.0,2026-06-23
10204,906919,90+,3025,WRITE_OFF,14022.35,2026-07-25
10205,906922,0-30,3017,PENDING,0.0,2026-05-04
10206,906922,0-30,3017,PENDING,0.0,2026-05-24
10207,906922,30-60,3017,PENDING,0.0,2026-06-14
10208,906922,60-90,3017,PARTIAL,19790.82,2026-07-04
10209,906922,90+,3017,PARTIAL,57505.5,2026-07-25
10210,906925,0-30,3005,PENDING,0.0,2026-07-11
10211,906925,0-30,3005,PENDING,0.0,2026-07-25
10212,906926,0-30,3037,PENDING,0.0,2026-06-29
10213,906926,30-60,3037,PENDING,0.0,2026-07-25
10214,906930,0-30,3054,PARTIAL,1140.39,2026-02-27
10215,906930,0-30,3054,PENDING,0.0,2026-03-24
10216,906930,0-30,3054,PENDING,0.0,2026-04-17
10217,906930,0-30,3054,PARTIAL,440.86,2026-05-12
10218,906930,30-60,3054,PARTIAL,487.86,2026-06-05
10219,906930,60-90,3054,PENDING,0.0,2026-06-30
10220,906930,90+,3054,WRITE_OFF,189.4,2026-07-25
10221,906932,0-30,3071,PENDING,0.0,2025-11-02
10222,906932,0-30,3071,PARTIAL,37534.68,2025-11-22
10223,906932,0-30,3071,PENDING,0.0,2025-12-13
10224,906932,0-30,3071,PENDING,0.0,2026-01-02
10225,906932,0-30,3071,PENDING,0.0,2026-01-22
10226,906932,0-30,3071,PENDING,0.0,2026-02-12
10227,906932,0-30,3071,PENDING,0.0,2026-03-04
10228,906932,0-30,3071,PENDING,0.0,2026-03-24
10229,906932,0-30,3071,PENDING,0.0,2026-04-14
10230,906932,0-30,3071,PARTIAL,106195.62,2026-05-04
10231,906932,0-30,3071,PARTIAL,64543.3,2026-05-24
10232,906932,30-60,3071,PENDING,0.0,2026-06-14
10233,906932,60-90,3071,PENDING,0.0,2026-07-04
10234,906932,90+,3071,PARTIAL,21304.05,2026-07-25
10235,906935,0-30,3043,PENDING,0.0,2026-07-03
10236,906935,30-60,3043,PENDING,0.0,2026-07-25
10237,906938,0-30,3021,PENDING,0.0,2025-08-31
10238,906938,0-30,3021,PENDING,0.0,2025-10-03
10239,906938,0-30,3021,PENDING,0.0,2025-11-05
10240,906938,0-30,3021,PARTIAL,35713.98,2025-12-07
10241,906938,0-30,3021,PENDING,0.0,2026-01-09
10242,906938,0-30,3021,PENDING,0.0,2026-02-11
10243,906938,0-30,3021,PENDING,0.0,2026-03-16
10244,906938,0-30,3021,PENDING,0.0,2026-04-17
10245,906938,30-60,3021,PENDING,0.0,2026-05-20
10246,906938,60-90,3021,PARTIAL,34823.36,2026-06-22
10247,906938,90+,3021,PENDING,0.0,2026-07-25
10248,906942,0-30,3032,PENDING,0.0,2026-06-23
10249,906942,0-30,3032,PENDING,0.0,2026-07-09
10250,906942,30-60,3032,PENDING,0.0,2026-07-25
10251,906945,0-30,3044,PARTIAL,4420.98,2026-06-22
10252,906945,0-30,3044,PENDING,0.0,2026-07-03
10253,906945,0-30,3044,PENDING,0.0,2026-07-14
10254,906945,30-60,3044,PENDING,0.0,2026-07-25
10255,906946,30-60,3039,PENDING,0.0,2026-05-25
10256,906946,60-90,3039,PENDING,0.0,2026-06-24
10257,906946,90+,3039,WRITE_OFF,15180.23,2026-07-25
10258,906947,0-30,3065,RECOVERED,10205.93,2026-07-25
10259,906948,0-30,3039,PENDING,0.0,2026-07-14
10260,906948,0-30,3039,PENDING,0.0,2026-07-25
10261,906951,0-30,3045,PENDING,0.0,2025-12-13
10262,906951,0-30,3045,PARTIAL,35678.88,2026-01-14
10263,906951,0-30,3045,PARTIAL,24673.8,2026-02-15
10264,906951,0-30,3045,PENDING,0.0,2026-03-19
10265,906951,0-30,3045,PENDING,0.0,2026-04-20
10266,906951,30-60,3045,PENDING,0.0,2026-05-22
10267,906951,60-90,3045,PENDING,0.0,2026-06-23
10268,906951,90+,3045,PENDING,0.0,2026-07-25
